Time_ns,Rg_Protein_Å,Rg_Ligand_Å,Rg_Complex_Å
2.5,12.654704826102867,2.9357487109578067,13.206947315543161
2.51,12.582910336064376,2.896219102734705,13.132012800419567
2.52,12.500062769576596,2.9176481892205337,13.060475651444879
2.53,12.56451592241983,2.9056495046024686,13.079831622043175
2.54,12.601909567125968,2.909317152282836,13.143163212880761
2.55,12.587137749817296,2.9292395933228574,13.174773228437823
2.56,12.701673777617316,2.9282625242236255,13.257056422176216
2.57,12.5740489655611,2.885371451140171,13.117205156451728
2.58,12.480404745412738,2.8941109533883846,13.028873331330042
2.59,12.506454521430271,2.9374263736245947,13.035426517312418
2.6,12.434583164739623,2.936457467644727,13.012819736154453
2.61,12.505845928647457,2.928281329477867,13.024748882680168
2.62,12.505613236016856,2.912275371222387,13.060878241890881
2.63,12.468810461868923,2.910559416860999,13.06037604299304
2.64,12.426937941744804,2.9269506809348185,13.04898144325848
2.65,12.48931674255838,2.8839269173938282,13.076299931950771
2.66,12.60530297814168,2.9621841004156195,13.153686825773292
2.67,12.468257798524029,2.8772644896899924,13.00936887233998
2.68,12.584928368184489,2.922014431707649,13.140356818443275
2.69,12.634493140416618,2.918852572694057,13.14135849067865
2.7,12.423597315672092,2.93295769922819,12.991716235997643
2.71,12.45400185664219,2.9387088975937656,13.036157698749562
2.72,12.569520467560622,2.940703228091805,13.09619814908054
2.73,12.585715537239675,2.922505247086738,13.144686396272148
2.74,12.530903231580519,2.9066023058841677,13.136014062488337
2.75,12.399869184438625,2.913647217195387,13.008344990309077
2.76,12.576937697513086,2.9359720163662297,13.09959481303576
2.77,12.539569075894528,2.878473417644529,13.078102683752777
2.78,12.464468664686258,2.903846670664789,13.034466993612906
2.79,12.5011240782814,2.884224820691004,13.026399455637726
2.8,12.555813302771348,2.9320027576547325,13.096899622477826
2.81,12.548131172783563,2.8996927490521482,13.052869361392336
2.82,12.50345641920825,2.9100313975926815,13.05282905021885
2.83,12.413108174516838,2.9254756357682776,13.00537199260513
2.84,12.478120351662984,2.9331366567833705,13.048965490399297
2.85,12.47270317874737,2.9279871285176378,13.032445994937712
2.86,12.565036026554942,2.9463568880139372,13.12718757363406
2.87,12.519256715827677,2.933657242140479,13.08913361517443
2.88,12.572347377161622,2.9452448951250947,13.142848518852574
2.89,12.538624997967933,2.8835848150686156,13.128276784737288
2.9,12.544897432005017,2.955810271103649,13.135890442758406
2.91,12.636879725612577,2.908304284662571,13.19213629389143
2.92,12.589444502549076,2.91903864735377,13.13054894011126
2.93,12.67299407729487,2.927752625512412,13.221943716890047
2.94,12.518624772599612,2.888102474712074,13.111440374097121
2.95,12.529081832893347,2.97838514094027,13.152683957994313
2.96,12.559344088449386,2.9862143745449514,13.16941394862994
2.97,12.487964011941656,2.933777672781141,13.07531931861186
2.98,12.400780157129388,2.928403671579205,12.994591824287063
2.99,12.432640645940044,2.9239884597512926,13.007280431696138
3.0,12.573200645172395,2.932354711158645,13.1293828012949
3.01,12.572970371250488,2.9292958056297023,13.103632191919928
3.02,12.66655625296801,2.9291541881518572,13.221883222800896
3.03,12.62282158531976,2.9316375395431127,13.219778582162116
3.04,12.486368296392014,2.9530246853388835,13.071200447778404
3.05,12.420962731158273,2.942902332607912,13.006068648626648
3.06,12.397361535908377,2.915861500877347,13.020522166886579
3.07,12.449587256838257,2.9240553890490277,13.056734763851324
3.08,12.433147758214513,2.9675990060169277,13.052824816199406
3.09,12.508663593936832,2.936510720793908,13.069191049291566
3.1,12.615750857529449,2.9237775108784874,13.156316230343773
3.11,12.366448389665061,2.9327867895706072,12.950295395855019
3.12,12.457194071164803,2.9141671350046945,13.082699745643179
3.13,12.498565320087774,2.912461674861987,13.116350705118867
3.14,12.553790482749157,2.9311695131652407,13.11888133505506
3.15,12.571143597189828,2.967076679072513,13.174226676583844
3.16,12.388026453113243,2.928494401432876,13.049632657815092
3.17,12.54282818683677,2.9318490200514487,13.156680624773909
3.18,12.427542356254683,2.9201864178282007,13.069970859139215
3.19,12.413259358202067,2.914028828387216,13.007162562419559
3.2,12.466616623880714,2.929870077350181,13.061794876530971
3.21,12.372391658849633,2.9144168467738756,12.993866109453858
3.22,12.34417097061931,2.91009719932565,12.922516921896099
3.23,12.407748306669175,2.9126253634557986,13.00839352401271
3.24,12.391806993657166,2.9221222310999924,12.983589978819392
3.25,12.47863619684053,2.9310173187117066,13.014691309096186
3.26,12.508592717988464,2.9097932974003697,13.062716720537457
3.27,12.489660198124877,2.906126987712241,13.043222690390028
3.28,12.484725230745068,2.938079378737766,13.050722568584824
3.29,12.507325100506232,2.9740006637839844,13.069439052785555
3.3,12.564159149002629,2.93242889145918,13.115160136060993
3.31,12.602622269519108,2.9107863662590434,13.134211511594271
3.32,12.468826807597553,2.932087299776085,12.994607112537189
3.33,12.502226294714001,2.9349854198088354,13.02396675934691
3.34,12.502396670197331,2.937646289224901,13.031968651620065
3.35,12.521437747265349,2.9376832513758933,13.079447189311432
3.36,12.499466068070165,2.9615617513052683,13.05696288156941
3.37,12.57556745383015,2.947092617443796,13.0993731596954
3.38,12.358834886574714,2.886113501238194,12.930758834135439
3.39,12.413481691606474,2.9049552893441373,13.015655636877717
3.4,12.705647061355448,2.896118321465566,13.219329965525297
3.41,12.531405979632268,2.940014031546507,13.062842014868076
3.42,12.686782714679094,2.9338073461058163,13.182466282051976
3.43,12.598510546656456,2.921481215132424,13.072552592306055
3.44,12.60061147861283,2.909575285689497,13.118327453703198
3.45,12.521811694613485,2.9378610701643355,13.062966758948328
3.46,12.544585171348485,2.9157040460609918,13.07274762032879
3.47,12.50696890791674,2.946867525785634,13.071178240655728
3.48,12.381877379105662,2.866300851296943,12.987423458674455
3.49,12.482155054471447,2.9347983640904918,13.065059535729386
3.5,12.367487036441993,2.917628475417655,12.994360245916516
3.51,12.406903711895247,2.9073746235337445,13.047643823744437
3.52,12.571500453512407,2.886266689159709,13.182222035315776
3.53,12.491241882830064,2.9388202456425896,13.094534187040896
3.54,12.427245892222656,2.9105472727294996,13.018842005331905
3.55,12.502431056264946,2.926360995719475,13.055002574864126
3.56,12.550482119570134,2.8935262609813,13.116530026838081
3.57,12.550433164831956,2.8935496798966183,13.141673106954423
3.58,12.493610887628524,2.911617609621607,13.062002860873484
3.59,12.41144311929471,2.9335255579181125,12.954837731225581
3.6,12.449172735104257,2.896970075549147,12.992837156722244
3.61,12.480602895776583,2.914493244304965,13.017897993346397
3.62,12.442392663629349,2.88299982389903,13.004589518431066
3.63,12.406155297249942,2.892346468981306,12.973863841401833
3.64,12.435942789345225,2.9193358902671074,12.987662355994695
3.65,12.346571886328766,2.945483706008562,12.925112939003098
3.66,12.518113130157378,2.9067591104099515,13.053485913854301
3.67,12.568867483298312,2.924806097355593,13.129559428335327
3.68,12.599873910553438,2.944139791158027,13.166459486040482
3.69,12.40409052509217,2.9410911243224156,12.974618490482115
3.7,12.508388457751877,2.940218010608579,13.071592524582131
3.71,12.508868663886085,2.9257383729918294,13.06691552465747
3.72,12.408514803450188,2.925059210097798,13.009248030212833
3.73,12.63209656024356,2.9302509974768496,13.190584923501973
3.74,12.47191135855198,2.87443314404561,13.05817759942698
3.75,12.505737569698912,2.9055073756531185,13.069493040802044
3.76,12.404547487046864,2.892205928084678,12.987338361536466
3.77,12.498079555934265,2.901839844942108,13.034463220766783
3.78,12.60015806348591,2.908112086089763,13.136275465287708
3.79,12.554319252686057,2.921625552100236,13.101584541380625
3.8,12.579446722479823,2.9431180835924846,13.100990713898701
3.81,12.579421942464062,2.937075103382555,13.135971410142593
3.82,12.56581771414819,2.921250083959201,13.10495100447464
3.83,12.670697998012379,2.907942147262647,13.186963240697782
3.84,12.530046684219165,2.926781295616305,13.064856077622215
3.85,12.69530018241399,2.962821261810281,13.223189442543134
3.86,12.56378992002645,2.9131134235574114,13.131573960222212
3.87,12.788249930843893,2.9199990437917656,13.28540406025449
3.88,12.566206270022677,2.927554773281721,13.075161761329488
3.89,12.60694089029153,2.9147877425514523,13.134077347269823
3.9,12.620828140159686,2.8961836273443198,13.138092608396068
3.91,12.554107307987945,2.918351773932561,13.082730083705997
3.92,12.574971181633734,2.9432263128839646,13.132279312975076
3.93,12.417529371451296,2.920830244887279,12.997072654436561
3.94,12.664793875698061,2.936335594858606,13.194971054607485
3.95,12.4939426562275,2.936116973199228,13.052090115309234
3.96,12.451423451763883,2.9302943216094186,12.978056468273689
3.97,12.312325140170419,2.896879810569693,12.928536750796018
3.98,12.435746888863239,2.9347081558738237,13.00636181590562
3.99,12.419241997658405,2.9034204276342774,13.004489886549864
4.0,12.45583599328014,2.883108554152714,12.971874139546863
4.01,12.434216746582871,2.9328341325351377,13.027011373844662
4.02,12.451130932302208,2.917738992711623,13.004341267630908
4.03,12.440374184135694,2.927969280630254,12.999683377837428
4.04,12.464610590608372,2.899492114648365,13.030566732436995
4.05,12.463297656856456,2.919993496640758,13.060054896774107
4.06,12.299167032990667,2.9780780925086114,12.918581379303715
4.07,12.497143208948568,2.9807336442286236,12.986141909138606
4.08,12.439241918045019,2.883328914696333,12.995503994558405
4.09,12.477438686993295,2.9092930911607473,13.016496278911758
4.1,12.479358855778202,2.9552457032386883,13.016182018581793
4.11,12.431671570369545,2.9302820250781183,12.977886239382459
4.12,12.364237189770543,2.9187508750787474,12.918376947819361
4.13,12.470283553062817,2.928126072138812,13.022290919431969
4.14,12.463422725748663,2.8727815540790087,13.04640170800397
4.15,12.41773507473617,2.9410091033247134,13.017885043616047
4.16,12.441074645094506,2.905366087739107,13.002194832417134
4.17,12.494276918798866,2.921333611300083,13.044122008250657
4.18,12.522741121081634,2.9265583975032357,13.071163644329527
4.19,12.536182749347653,2.9257129853538704,13.08358842511199
4.2,12.571534705447432,2.924023097830135,13.125283054341546
4.21,12.577795055107453,2.930681446520094,13.098243434346555
4.22,12.50242761460002,2.921053416070839,12.993212973446326
4.23,12.508093771114767,2.9178768410376166,13.023541260473445
4.24,12.49320153214428,2.929151153198544,13.00466630002414
4.25,12.478400365667978,2.9005656839350413,13.046037250092027
4.26,12.406822545845044,2.856763674403213,12.986242863983895
4.27,12.40312017891489,2.947629172874462,12.988606714860625
4.28,12.385870744907805,2.9487116726096967,12.968339484642
4.29,12.432032292214288,2.8720232220146973,13.011342891742716
4.3,12.515688339940409,2.9242284894502895,13.074132923094268
4.31,12.488602601454204,2.8942068075244776,13.073405143945871
4.32,12.47555389984954,2.941182891462896,13.060141401995512
4.33,12.45992764462044,2.9406461051605417,13.039397498147519
4.34,12.491977161824941,2.9196005294224525,13.097268785751229
4.35,12.529479562756084,2.9037082569336423,13.084329921172678
4.36,12.51648007314635,2.9121887458358264,13.061265311071006
4.37,12.584636078227842,2.9479563413847614,13.107831360389293
4.38,12.51383287228399,2.9196448245874835,13.14212672110829
4.39,12.483169063137368,2.934279033388786,13.101987622683362
4.4,12.565579085256894,2.944648758021944,13.18188115069601
4.41,12.424231049055031,2.9334828446167425,13.008682550720303
4.42,12.53995914573387,2.940251110266514,13.107003341069515
4.43,12.406736882547609,2.905406847821732,13.019507837052126
4.44,12.40504894799046,2.907893487519291,13.04889085937676
4.45,12.363796210307193,2.941308560301964,13.025581105950764
4.46,12.316125816525503,2.9362129939575436,13.002949894336759
4.47,12.343536185011947,2.8935643652190635,12.950589092029642
4.48,12.374835084003992,2.885667335537571,13.008477057280457
4.49,12.361853853663302,2.871869294816334,13.010612946491214
4.5,12.235907235817894,2.9113582499784183,12.874294944422552
4.51,12.358245400859012,2.920710077132693,12.913925795996422
4.52,12.233260817993889,2.8917875803383652,12.850755798330983
4.53,12.400639568849616,2.9277719589058613,12.996613880810141
4.54,12.412678542840512,2.901238140064165,12.977532510676648
4.55,12.508734511901586,2.919260101997171,13.027676833773501
4.56,12.510570645807446,2.902863108767599,13.075616323739228
4.57,12.54706759091069,2.937504412909661,13.064345714248402
4.58,12.433083675233437,2.9175970116821497,13.03714712353607
4.59,12.558650876601344,2.9137569531037317,13.111728873298258
4.6,12.55034466966709,2.9055976585534236,13.089500775042096
4.61,12.572902539921706,2.95421803540582,13.059445597417973
4.62,12.562416272798052,2.9402928579488448,13.0903466825958
4.63,12.462070110256015,2.9472422042876194,13.054778361332676
4.64,12.529187631903032,2.8921016687382126,13.061002610267794
4.65,12.501134688356874,2.908191321996492,13.090585423222095
4.66,12.386376012865835,2.935909195815057,12.96909663531601
4.67,12.503578508974789,2.891857795912941,13.081867215528318
4.68,12.468308438931315,2.903384608670183,13.01664448760202
4.69,12.467252918582655,2.935863869010731,12.99812895375168
4.7,12.509711025516602,2.899230431007147,13.0595041137778
4.71,12.50200852784825,2.8817254254759943,13.124590337134553
4.72,12.452034391892914,2.910861215345035,13.032447870121555
4.73,12.474938366646118,2.90527299630433,12.99654295058386
4.74,12.508423607001767,2.9051979741398206,13.088386028494236
4.75,12.464830781563359,2.9181380638632253,13.022938398032684
4.76,12.390075875202323,2.938514877985392,12.960358755361288
4.77,12.467829640755658,2.885407629619683,13.031155544714988
4.78,12.509842835364335,2.9232171361552,13.06798647618276
4.79,12.4326489506929,2.913381259751982,13.00150291792441
4.8,12.494072585859602,2.921734896921668,13.103111694410117
4.81,12.420154691453591,2.8900084208468697,13.066111585051488
4.82,12.488208955697642,2.9043951339269967,13.06020789132965
4.83,12.494884692325536,2.9271331849226816,13.1281729631396
4.84,12.347353025529594,2.8999716793989587,12.98894709042803
4.85,12.423140597632214,2.903264132896254,13.018546526345038
4.86,12.548175369079635,2.906608070841123,13.130781069924318
4.87,12.553288591032114,2.8890701596782167,13.117810972984078
4.88,12.560416819465399,2.885046634832744,13.154288949850535
4.89,12.578083657261923,2.868580093840914,13.151985011014597
4.9,12.434416958815216,2.93031647606151,13.035464540800849
4.91,12.436355343017864,2.927728858209378,13.065051026133741
4.92,12.417421452361857,2.9093338221297045,13.025324155820586
4.93,12.45766366161126,2.9376397944787556,13.076015982201563
4.94,12.469026200673687,2.9448646644367678,13.108491153799356
4.95,12.565374207683195,2.899141301148547,13.198744884838153
4.96,12.5343808042953,2.9137664744714136,13.121847361418396
4.97,12.563939989097907,2.9317800690564226,13.171483663765999
4.98,12.54398519694355,2.883790980199424,13.170954412125193
4.99,12.593206960783963,2.9293697195287933,13.182264342577696
5.0,12.536857000242609,2.8856686052675307,13.129355167612498
